Date,USDARS (Argentina),AUDUSD (Australia),USDBAM (Bosnia & Herzegovina),USDBRL (Brazil),USDBGN (Bulgaria),USDCAD (Canada),USDCLP (Chile),USDCNY (China),USDCOP (Colombia),USDHRK (Croatia),USDCZK (Czech Republic),USDDKK (Denmark),USDEGP (Egypt),EURUSD (Eurozone),USDHKD (Hong Kong),USDHUF (Hungary),USDISK (Iceland),USDINR (India),USDIDR (Indonesia),USDILS (Israel),USDJPY (Japan),USDMYR (Malaysia),USDMXN (Mexico),NZDUSD (New Zealand),USDNOK (Norway),USDPEN (Peru),USDPHP (Philippines),USDPLN (Poland),USDQAR (Qatar),USDRON (Romania),USDRUB (Russia),USDSAR (Saudi Arabia),USDRSD (Serbia),USDSGD (Singapore),USDSKK (Slovakia),USDZAR (South Africa),USDKRW (South Korea),USDSEK (Sweden),USDCHF (Switzerland),USDTWD (Taiwan),USDTHB (Thailand),USDTRY (Turkey),USDAED (United Arab Emirates),GBPUSD (United Kingdom),USDVES (Venezuela),DXY In (United States)
24/01/2000,36.36363636,41.93548387,#N/A N/A,12.12121212,100,25.20325203,41.85393258,14.28571429,100,100,75.79908676,82.21771467,67.24806202,17.39130435,95.61403509,95.12428298,94.92753623,92.63157895,90.58823529,44.67766117,83.56713427,50,70.81784387,1.382488479,66.91468254,23.46938776,70.50691244,49.56521739,24.81203008,100,61.85468451,55.55555556,99.02439024,94.35897436,77.16209218,91.6,21.14666667,88.45092629,81.05413105,27.16606498,43.18181818,100,39.47368421,90.0862069,100,89.56834532
25/01/2000,45.45454545,45.04132231,#N/A N/A,17.17171717,87.85357737,3.0651341,26.40449438,6.666666667,100,85.29411765,90.4109589,97.29546991,67.24806202,5.152224824,92.10526316,88.36329234,84.66666667,81.92771084,95.29411765,32.24085366,92.98597194,50,71.7472119,10.13824885,87.1031746,28.57142857,66.359447,84.7826087,22.55639098,98.75222816,60.2484472,75,99.02439024,95.27186761,77.61795167,86.4,25.14666667,100,96.87055477,29.51628825,45.90909091,99.43502825,42.10526316,73.06034483,100,93.10344828
26/01/2000,45.45454545,12.76595745,#N/A N/A,17.47474747,100,15.3256705,26.40449438,0,100,98.32887701,89.84944148,92.82407407,71.51162791,7.494145199,98.14814815,98.67549669,80.98159509,67.53246753,100,27.21036585,85.37074148,62.5,62.26765799,8.755760369,87.20720721,5.102040816,70.96774194,79.56521739,22.55639098,100,63.04347826,62.5,99.02439024,97.93814433,95.66831683,97.2,26.48,82.25616921,95.03546099,28.87975334,69.54545455,98.91304348,42.10526316,62.5,100,94.13793103
27/01/2000,12.5,21.92513369,#N/A N/A,18.98989899,100,9.459459459,28.37078652,5.555555556,100,100,100,98.3055199,71.51162791,3.096539162,97.70114943,97.12643678,91.95402299,60.2739726,89.52380952,23.0945122,74.5490982,62.5,74.9070632,0,91.02478232,8.73015873,61.75115207,95.91836735,22.55639098,100,61.80124224,75,99.18699187,91.75257732,100,89.70358814,23.81333333,92.19396807,98.46491228,30.02257336,56.81818182,100,42.10526316,60.99137931,100,96.91876751
28/01/2000,25,0,#N/A N/A,37.87878788,100,48.64864865,29.7752809,5,90.84158416,100,100,98.68154158,71.51162791,1.76730486,85,99.70431697,98.00796813,90.4109589,100,25.83841463,96.62731872,0,91.7472119,14.79713604,97.93340987,37.3015873,68.20276498,95.52238806,22.55639098,100,64.18219462,87.5,100,98.00918836,96.88094332,89.94708995,17.14666667,98.3826087,96.94793537,21.89616253,75.90909091,97.64705882,42.10526316,12.96296296,100,94.83101392
31/01/2000,12.5,9.169054441,#N/A N/A,22.72727273,100,53.71621622,31.91011236,0,97.6744186,100,100,89.50437318,67.24806202,5.227882038,84.28571429,100,100,82.55933953,93.18181818,30.42016807,96.22331691,50,74.36823105,27.07317073,93.84396587,26.98412698,78.34101382,100,22.55639098,100,64.18219462,71.42857143,100,84.99234303,100,80.14316838,19.81333333,96.46956522,95.66305254,21.11872146,68.63636364,93.12977099,42.10526316,9.586056645,100,97.3070018
01/02/2000,12.5,6.683804627,#N/A N/A,24.06417112,100,56.08108108,35.56179775,0,85.16129032,100,94.43155452,93.54956268,63.75968992,5.764075067,90,92.86821705,91.54411765,79.97936017,96.75,22.57538712,97.86407767,50,74.36823105,20.51948052,83.14374354,6.4,71.65775401,96.42857143,22.55639098,99.11504425,61.28364389,71.42857143,100,76.92307692,93.84194321,64.58138811,25.14666667,82.5815406,95.16263553,41.83673469,64,94.80968858,42.10526316,10.48218029,100,93.03571429
02/02/2000,12.5,23.3933162,#N/A N/A,26.20320856,100,15.2027027,29.72972973,3.846153846,85.48387097,100,86.07888631,86.1516035,71.51162791,13.00268097,73.84615385,88.4754522,91.7562724,74.42348008,100,16.54441728,82.28346457,0,55.77617329,28.31168831,74.68459152,12.5,82.1192053,83.01075269,22.55639098,98.76106195,67.49482402,71.42857143,100,74.82394366,94.44253859,74.38530968,34.66666667,72.35146444,89.39014202,47.56097561,70.85714286,97.57785467,42.10526316,10.43956044,100,89.72972973
03/02/2000,25,12.85347044,#N/A N/A,29.13907285,79.38325991,33.44594595,22.26720648,34.61538462,54.83870968,79.45907725,61.48491879,64.80154889,59.60502693,32.23965763,90.76923077,62.26209897,64.66431095,79.66457023,100,3.259141494,68.22033898,62.5,37.36462094,22.85714286,60.04545455,14.28571429,80,63.44086022,22.55639098,100,65.49636804,42.85714286,100,64.70588235,63.39937435,64.1145347,33.33333333,38.13791842,64.49864499,49.18699187,59.42857143,91.51291513,42.10526316,4.724409449,100,69.53125
04/02/2000,0,22.27848101,#N/A N/A,8.609271523,86.78414097,32.47232472,32.52427184,61.53846154,62.25806452,83.0162505,71.22969838,75.56631171,66.24775583,23.39514979,85,88.20010875,90.45936396,79.66457023,78.48324515,32.55555556,60.38135593,0,21.11913357,27.79220779,65.00463822,16.07142857,57.77777778,63.44086022,22.55639098,100,65.61743341,57.14285714,100,64.52205882,82.86409454,65.01557632,38.0952381,47.20802574,74.59016393,59.04255319,61.14285714,90.8045977,42.10526316,11.18598383,100,79.1015625
