Date,USDARS (Argentina),AUDUSD (Australia),USDBAM (Bosnia & Herzegovina),USDBRL (Brazil),USDBGN (Bulgaria),USDCAD (Canada),USDCLP (Chile),USDCNY (China),USDCOP (Colombia),USDHRK (Croatia),USDCZK (Czech Republic),USDDKK (Denmark),USDEGP (Egypt),EURUSD (Eurozone),USDHKD (Hong Kong),USDHUF (Hungary),USDISK (Iceland),USDINR (India),USDIDR (Indonesia),USDILS (Israel),USDJPY (Japan),USDMYR (Malaysia),USDMXN (Mexico),NZDUSD (New Zealand),USDNOK (Norway),USDPEN (Peru),USDPHP (Philippines),USDPLN (Poland),USDQAR (Qatar),USDRON (Romania),USDRUB (Russia),USDSAR (Saudi Arabia),USDRSD (Serbia),USDSGD (Singapore),USDSKK (Slovakia),USDZAR (South Africa),USDKRW (South Korea),USDSEK (Sweden),USDCHF (Switzerland),USDTWD (Taiwan),USDTHB (Thailand),USDTRY (Turkey),USDAED (United Arab Emirates),GBPUSD (United Kingdom),USDVES (Venezuela),DXY In (United States)
17/01/2000,88,89.11939063,#N/A N/A,40.44171779,35.89565217,26.46873361,0,65.33333333,91.48279953,56.81987578,36.23744292,46.11931064,69.2248062,53.21632467,98.73239837,50.19771072,42.79037206,86.9642011,76.42666667,7.387781575,87.89499741,66.15384615,57.5549806,72.37174128,52.4595328,45.68531793,81.91404994,21.54860717,82.28571429,88.5788817,71.7428088,68,#N/A N/A,79.70501242,33.9461419,22.00958448,38.9898111,50.1917479,56.4553447,25.62798092,46.36020216,77.91621682,73.52380952,79.73453783,100,52.92677572
18/01/2000,88,89.23775566,#N/A N/A,33.0797546,48.10434783,24.25764849,3.121149897,62.66666667,96.89205219,65.25879917,48.80365297,56.70495334,69.53488372,43.04568528,97.38911479,60.77003122,52.64720813,84.52288655,73.76,6.530862076,86.53739765,66.15384615,50.23285899,63.23520164,55.625,36.46082813,80.2764977,26.6125881,87.2,88.78497504,71.91201354,68,99.04065041,86.41426226,42.24236147,22.1689409,28.94149971,56.5849844,67.39240905,25.9618442,46.01673542,81.49731879,74.23809524,75.33097633,100,64.07581019
19/01/2000,88,87.52959359,#N/A N/A,24,59.26956522,24.17825247,7.36772524,64,95.74144487,76.28985507,60.74885845,65.78607322,#N/A N/A,34.11167513,96.19508494,69.57336108,65.18711098,82.37200737,76.81882353,9.296882406,84.44056768,67.69230769,42.49738145,50.27055517,58.74007937,30.9877298,81.29032258,33.22827437,87.2,89.51564965,70.59221658,68,99.04065041,91.06377994,50.48679441,30.78026906,23.62823889,63.15342851,77.44350632,26.21621622,47.02265258,85.36349899,67.10810811,74.30792008,100,73.35069444
20/01/2000,81.09090909,85.87853451,#N/A N/A,17.43253307,70.33043478,23.18746333,11.59046306,58.66666667,95.43726236,86.27743271,66.44748858,70.55276382,#N/A N/A,29.54314721,94.4222027,77.31529657,73.96358663,82.60020818,77.44627451,12.8709603,81.35199533,52.30769231,37.40990303,36.66888153,60.51587302,28.90306122,82.11981567,36.70653524,86.88888889,89.51564965,69.77088921,68,99.02439024,93.01097683,56.12118074,37.23766816,19.2,66.37525194,81.65872195,26.85850556,48.03018351,87.28793162,60.00284495,74.31754981,100,76.68576389
21/01/2000,66.54545455,83.57368307,#N/A N/A,11.29756374,82.43478261,21.41726192,15.54345451,56,95.2851711,96.80331263,68.456621,71.90236899,#N/A N/A,28.3248731,93.49869392,80.31217482,77.74059985,82.8389783,86.3372549,19.54994308,76.94633361,57.11538462,37.09294645,23.92397141,60.5952381,29.79591837,82.30414747,38.7597613,86.57777778,98.65504359,68.81186821,66,99.02439024,93.08054554,58.751942,48,24.53333333,67.64466178,81.96339434,27.0921582,46.28002,86.64510488,53.42389758,78.47102635,100,78.203125
24/01/2000,57.81818182,75.36987076,#N/A N/A,10.53162212,85.66956522,22.22617429,23.91424103,49.52380952,95.2851711,96.90269151,68.67579909,73.3925738,68.68217054,26.62546899,93.24650094,82.66689614,81.61819343,83.68573608,87.12156863,27.58964198,79.5259022,53.26923077,43.44927073,12.48329739,58.26388889,31.2244898,81.10599078,42.47672634,73.14018379,99.45205479,66.83424336,65.11111111,99.02439024,92.64199559,61.40859658,61.38726457,27.16266667,71.94446399,80.57022721,27.1517623,44.47103951,89.84037116,47.31863442,84.24157169,100,80.02304406
25/01/2000,50.90909091,66.91659676,#N/A N/A,10.65308212,87.34462852,17.74435016,26.07399001,41.52380952,95.2851711,95.5681403,74.19178082,78.80285228,69.80620155,21.71682766,93.01083716,84.93893026,82.33105432,86.73794491,88.84705882,33.82932425,80.95774226,47.88461538,51.42743238,8.948033251,64.71230159,32.44897959,78.34101382,51.59011083,60.45146199,99.70063243,64.80609862,66.11111111,99.02439024,92.73085187,66.39878453,70.95426009,27.392,79.09197825,83.80457111,27.84039355,44.45454545,93.03947872,40.73968706,84.59315501,100,81.84685872
26/01/2000,40,53.23901902,#N/A N/A,11.20324634,91.20549808,14.80397462,27.10831354,26.85714286,99.54372624,96.24426767,78.18906638,83.13938282,69.80620155,17.47961609,93.83449664,89.08610035,83.26019777,84.24443842,90.58823529,33.61438183,82.24448898,45,57.30855019,8.75474088,70.27874303,25.30612245,74.65437788,57.65217391,47.76274018,99.75044563,63.81073336,64.61111111,99.02439024,93.66896305,73.40401704,78.9503139,24.15466667,81.34598308,86.1727282,28.40171783,48.36363636,95.75202372,41.05263158,79.80579869,100,84.65881993
27/01/2000,33.40909091,39.85481499,#N/A N/A,13.15151515,95.24028069,13.07127104,28.55973303,17.3015873,99.84790875,96.72459893,86.09774218,90.34535399,69.80620155,10.58623357,95.31021039,93.0483284,86.53649855,76.73401555,93.19887955,33.45067558,80.84168337,57.5,65.30111524,5.95474088,79.27735029,18.88888889,70.04608295,69.35758651,35.38512949,99.75044563,62.71142931,65.61111111,99.05691057,95.10629523,82.9638306,88.0479822,24.65066667,87.5027881,92.02211664,28.67650277,50.90909091,98.68196002,41.57894737,73.44827586,100,91.15194843
28/01/2000,32.95454545,24.33357946,#N/A N/A,20.72727273,97.57071547,20.34043295,30.56179775,6.301587302,98.16831683,96.72459893,91.21189743,93.86486403,69.80620155,6.980303679,93.71371916,95.79876515,90.10755782,78.55533777,95.08123249,30.6123615,86.62005292,45,74.29739777,7.014726747,86.03665131,20.63492063,67.55760369,81.07075978,23.0075188,99.75044563,62.22600937,71.11111111,99.25203252,95.4661504,89.4658608,90.97013562,22.74666667,92.25673445,93.67459889,27.49616849,58.27272727,99.19902611,41.57894737,59.9201788,100,93.71190121
31/01/2000,28.18181818,17.78029358,#N/A N/A,22.84848485,97.57071547,26.04302578,28.57303371,3.444444444,97.70320055,96.72459893,96.05208008,95.32219573,69.80620155,4.547619217,91.448055,96.77390856,91.12205057,76.54088988,95.59994907,27.76086288,89.15128945,45,75.00747521,12.1528632,91.42250797,21.33786848,69.12442396,91.1577163,22.55639098,99.75044563,62.69151139,74.28571429,99.44715447,93.59282413,94.03344236,88.67876929,22.48,93.86046224,96.59638319,26.28669979,63.36363636,97.82498031,42.10526316,43.82014875,100,95.25963251
01/02/2000,21.59090909,10.10879004,#N/A N/A,24.22697564,100,36.64621518,30.40449438,2.111111111,94.73545862,99.6657754,96.8561992,94.57301428,69.10852713,4.669989265,91.02700237,97.6748935,92.49754077,76.15121975,95.89112554,25.82776957,90.1269106,45,75.53167904,14.22910953,90.63062176,16.90358277,70.18408536,93.48690885,22.55639098,99.82300885,62.89855072,73.57142857,99.64227642,89.92306599,97.27824067,84.31504692,22.48,90.37677036,96.25479934,28.75078908,66.98181818,96.89991238,42.10526316,31.30451584,100,95.24608571
02/02/2000,15,12.23426179,#N/A N/A,25.97266786,100,36.62162162,31.06954145,2.88034188,91.83223281,100,96.10208817,93.23852017,69.10852713,5.771696418,86.16660351,95.6348846,94.65247623,77.52942226,95.89112554,23.69457986,89.50945521,32.5,74.23338209,18.14029512,88.12609862,18.3831746,72.41437804,94.1760159,22.55639098,99.57522124,63.78881988,75.35714286,99.83739837,85.30022586,97.03308503,79.75210885,24.11733333,88.3958294,95.12573555,32.48703353,67.24415584,96.63287461,42.10526316,20.89242793,100,94.36444545
